Tile,Animal,Genotype,Layer,Stub,Section ID,Area_um_sq,Major Length um,Minor Length um,Feret diam um,Aspect Ratio,Perimeter um,Count,Total_mito_Area_um_sq
Farris 270-B Stub 4 dot Proximal_Q1_Tile_001-005.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.22,0.71,0.36,0.72,1.94,2.12,13,2.9
Farris 270-B Stub 4 dot Proximal_Q1_Tile_002-003.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.18,0.67,0.33,0.68,2.15,1.98,15,2.74
Farris 270-B Stub 4 dot Proximal_Q1_Tile_004-002.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.23,0.88,0.33,0.87,2.81,2.51,16,3.6
Farris 270-B Stub 4 dot Proximal_Q1_Tile_004-004.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.17,0.75,0.3,0.75,2.64,2.1,12,2.06
Farris 270-B Stub 4 dot Proximal_Q1_Tile_006-001.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.18,0.7,0.32,0.72,2.25,2.03,7,1.24
Farris 270-B Stub 4 dot Proximal_Q1_Tile_006-005.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.17,0.54,0.34,0.54,1.65,1.67,7,1.16
Farris 270-B Stub 4 dot Proximal_Q1_Tile_007-003.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.25,1.07,0.3,1.02,3.59,2.69,6,1.49
Farris 270-B Stub 4 dot Proximal_Q2_Tile_002-003.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.23,1.05,0.29,1.02,4.08,2.64,13,2.98
Farris 270-B Stub 4 dot Proximal_Q2_Tile_004-002.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.15,0.67,0.28,0.67,2.51,1.88,8,1.16
Farris 270-B Stub 4 dot Proximal_Q2_Tile_004-004.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.3,1.02,0.37,0.99,2.68,2.75,6,1.82
Farris 270-B Stub 4 dot Proximal_Q2_Tile_006-001.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.31,1.39,0.28,1.41,4.76,3.73,4,1.25
Farris 270-B Stub 4 dot Proximal_Q2_Tile_006-005.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.13,0.66,0.27,0.65,2.52,1.82,9,1.21
Farris 270-B Stub 4 dot Proximal_Q2_Tile_007-003.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.22,0.86,0.31,0.86,2.89,2.37,9,1.94
Farris 270-B Stub 4 dot Proximal_Q3_Tile_001-001.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.19,0.67,0.34,0.69,1.92,1.98,8,1.51
Farris 270-B Stub 4 dot Proximal_Q3_Tile_001-005.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.14,0.57,0.31,0.57,1.87,1.68,13,1.86
Farris 270-B Stub 4 dot Proximal_Q3_Tile_002-003.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.16,0.63,0.28,0.63,2.16,1.79,12,1.9
Farris 270-B Stub 4 dot Proximal_Q3_Tile_004-002.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.12,0.51,0.3,0.52,1.75,1.54,7,0.82
Farris 270-B Stub 4 dot Proximal_Q3_Tile_004-004.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.18,0.72,0.34,0.74,2.31,2.12,5,0.9
Farris 270-B Stub 4 dot Proximal_Q3_Tile_006-001.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.13,0.61,0.27,0.61,2.23,1.75,13,1.75
Farris 270-B Stub 4 dot Proximal_Q3_Tile_006-005.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.26,0.79,0.39,0.8,1.9,2.58,12,3.15
Farris 270-B Stub 4 dot Proximal_Q3_Tile_007-003.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.3,1.07,0.31,1.07,3.48,2.82,10,2.96
Farris 270-B Stub 4 dot Proximal_Q4_Tile_001-001.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.17,0.68,0.31,0.66,2.28,1.91,18,2.97
Farris 270-B Stub 4 dot Proximal_Q4_Tile_001-005.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.24,0.81,0.39,0.81,2.47,2.32,6,1.44
Farris 270-B Stub 4 dot Proximal_Q4_Tile_002-003.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.23,0.88,0.35,0.86,2.7,2.42,12,2.78
Farris 270-B Stub 4 dot Proximal_Q4_Tile_004-002.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.32,1.01,0.38,1.04,2.52,2.79,8,2.57
Farris 270-B Stub 4 dot Proximal_Q4_Tile_004-004.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.2,0.83,0.31,0.83,2.73,2.28,11,2.23
Farris 270-B Stub 4 dot Proximal_Q4_Tile_006-001.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.18,0.68,0.29,0.69,2.5,1.9,8,1.42
Farris 270-B Stub 4 dot Proximal_Q4_Tile_006-005.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.15,0.61,0.33,0.63,1.89,1.91,7,1.06
Farris 270-B Stub 4 dot Proximal_Q4_Tile_007-003.tif,MCC270,MCC Cre -,Proximal,Stub 4 dot,MCC270_Stub 4 dot,0.23,1.01,0.28,0.96,3.43,2.63,10,2.34
Farris 273-A Stub 4 dot Basal_Q1_Tile_001-001.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.22,0.76,0.38,0.75,2.2,2.22,18,3.99
Farris 273-A Stub 4 dot Basal_Q1_Tile_001-005.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.19,0.64,0.38,0.64,1.71,1.97,11,2.11
Farris 273-A Stub 4 dot Basal_Q1_Tile_002-003.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.19,0.55,0.41,0.57,1.41,1.82,12,2.29
Farris 273-A Stub 4 dot Basal_Q1_Tile_004-002.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.24,0.61,0.42,0.62,1.99,1.96,10,2.38
Farris 273-A Stub 4 dot Basal_Q1_Tile_004-004.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.19,0.57,0.38,0.58,1.6,1.81,7,1.32
Farris 273-A Stub 4 dot Basal_Q1_Tile_006-001.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.17,0.62,0.32,0.63,2.06,1.86,15,2.55
Farris 273-A Stub 4 dot Basal_Q1_Tile_006-005.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.25,0.73,0.41,0.75,1.92,2.22,10,2.55
Farris 273-A Stub 4 dot Basal_Q1_Tile_007-003.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.22,0.67,0.38,0.68,1.91,2.05,15,3.28
Farris 273-A Stub 4 dot Basal_Q2_Tile_001-001.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.11,0.49,0.28,0.5,1.81,1.5,11,1.24
Farris 273-A Stub 4 dot Basal_Q2_Tile_004-002.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.12,0.52,0.3,0.53,1.81,1.58,18,2.21
Farris 273-A Stub 4 dot Basal_Q2_Tile_006-001.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.18,0.61,0.36,0.61,1.8,1.85,17,3.02
Farris 273-A Stub 4 dot Basal_Q2_Tile_007-003.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.12,0.47,0.31,0.48,1.55,1.49,24,2.86
Farris 273-A Stub 4 dot Basal_Q3_Tile_001-001.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.15,0.56,0.32,0.56,1.92,1.68,11,1.6
Farris 273-A Stub 4 dot Basal_Q3_Tile_001-005.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.16,0.62,0.33,0.61,2.29,1.82,12,1.98
Farris 273-A Stub 4 dot Basal_Q3_Tile_002-003.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.21,0.66,0.38,0.66,1.97,2.03,14,2.94
Farris 273-A Stub 4 dot Basal_Q3_Tile_004-002.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.15,0.58,0.32,0.58,1.89,1.72,15,2.26
Farris 273-A Stub 4 dot Basal_Q3_Tile_004-004.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.19,0.64,0.36,0.66,1.82,1.94,21,4.04
Farris 273-A Stub 4 dot Basal_Q3_Tile_006-001.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.23,0.72,0.4,0.72,1.87,2.18,16,3.67
Farris 273-A Stub 4 dot Basal_Q3_Tile_006-005.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.18,0.76,0.31,0.75,2.47,2.11,5,0.91
Farris 273-A Stub 4 dot Basal_Q3_Tile_007-003.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.21,0.66,0.4,0.67,1.78,2.04,14,2.96
Farris 273-A Stub 4 dot Basal_Q4_Tile_001-001.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.23,0.79,0.36,0.79,2.35,2.25,18,4.11
Farris 273-A Stub 4 dot Basal_Q4_Tile_002-003.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.11,0.49,0.28,0.5,1.82,1.48,28,3.05
Farris 273-A Stub 4 dot Basal_Q4_Tile_004-004.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.16,0.6,0.34,0.61,1.77,1.82,9,1.45
Farris 273-A Stub 4 dot Basal_Q4_Tile_006-001.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.16,0.69,0.29,0.7,2.37,1.96,17,2.67
Farris 273-A Stub 4 dot Basal_Q4_Tile_007-003.tif,MCC273,MCC Cre -,Basal,Stub 4 dot,MCC273_Stub 4 dot,0.14,0.54,0.32,0.55,1.75,1.67,17,2.43
Farris 273-A Stub 4 dot Distal_Q1_Tile_001-001.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.14,0.59,0.29,0.59,2.15,1.77,17,2.34
Farris 273-A Stub 4 dot Distal_Q1_Tile_001-005.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.18,0.73,0.31,0.73,2.47,2.01,19,3.42
Farris 273-A Stub 4 dot Distal_Q1_Tile_002-003.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.16,0.74,0.29,0.73,2.66,2.02,21,3.41
Farris 273-A Stub 4 dot Distal_Q1_Tile_004-002.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.16,0.69,0.28,0.68,2.42,1.9,22,3.44
Farris 273-A Stub 4 dot Distal_Q1_Tile_004-004.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.2,0.85,0.28,0.86,2.8,2.24,21,4.2
Farris 273-A Stub 4 dot Distal_Q1_Tile_006-001.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.14,0.64,0.29,0.64,2.37,1.82,20,2.88
Farris 273-A Stub 4 dot Distal_Q1_Tile_006-005.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.2,0.85,0.3,0.84,2.98,2.31,31,6.3
Farris 273-A Stub 4 dot Distal_Q1_Tile_007-003.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.17,0.71,0.31,0.71,2.27,2.0,23,4.01
Farris 273-A Stub 4 dot Distal_Q2_Tile_001-001.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.23,0.95,0.29,0.92,3.18,2.47,29,6.6
Farris 273-A Stub 4 dot Distal_Q2_Tile_001-005.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.25,0.94,0.33,0.94,2.89,2.54,20,5.03
Farris 273-A Stub 4 dot Distal_Q2_Tile_002-003.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.18,0.67,0.32,0.67,2.16,1.92,20,3.53
Farris 273-A Stub 4 dot Distal_Q2_Tile_004-002.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.24,0.95,0.32,0.94,3.06,2.59,20,4.8
Farris 273-A Stub 4 dot Distal_Q2_Tile_004-004.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.25,0.88,0.33,0.86,2.57,2.41,21,5.3
Farris 273-A Stub 4 dot Distal_Q2_Tile_006-001.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.21,0.91,0.29,0.89,3.13,2.4,34,7.19
Farris 273-A Stub 4 dot Distal_Q2_Tile_006-005.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.27,1.06,0.34,1.02,3.0,2.86,13,3.52
Farris 273-A Stub 4 dot Distal_Q3_Tile_001-001.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.18,0.75,0.31,0.74,2.37,2.1,23,4.25
Farris 273-A Stub 4 dot Distal_Q3_Tile_001-005.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.21,0.9,0.3,0.88,3.04,2.42,22,4.72
Farris 273-A Stub 4 dot Distal_Q3_Tile_002-003.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.16,0.7,0.3,0.7,2.36,1.98,28,4.6
Farris 273-A Stub 4 dot Distal_Q3_Tile_004-002.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.19,0.81,0.29,0.79,2.75,2.19,26,4.87
Farris 273-A Stub 4 dot Distal_Q3_Tile_004-004.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.23,0.91,0.32,0.96,2.81,2.42,24,5.54
Farris 273-A Stub 4 dot Distal_Q3_Tile_006-001.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.25,1.05,0.32,1.01,3.25,2.79,22,5.44
Farris 273-A Stub 4 dot Distal_Q3_Tile_006-005.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.3,1.06,0.35,1.02,2.67,2.75,23,6.88
Farris 273-A Stub 4 dot Distal_Q3_Tile_007-003.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.25,1.01,0.32,0.99,3.18,2.74,16,4.02
Farris 273-A Stub 4 dot Distal_Q4_Tile_001-005.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.28,1.13,0.32,1.09,3.71,2.91,18,4.95
Farris 273-A Stub 4 dot Distal_Q4_Tile_002-003.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.2,0.81,0.33,0.8,2.52,2.28,28,5.69
Farris 273-A Stub 4 dot Distal_Q4_Tile_004-004.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.21,0.86,0.32,0.85,2.83,2.31,22,4.62
Farris 273-A Stub 4 dot Distal_Q4_Tile_006-001.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.21,0.76,0.34,0.75,2.24,2.13,20,4.18
Farris 273-A Stub 4 dot Distal_Q4_Tile_006-005.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.17,0.67,0.32,0.67,2.13,1.94,32,5.55
Farris 273-A Stub 4 dot Distal_Q4_Tile_007-003.tif,MCC273,MCC Cre -,Distal,Stub 4 dot,MCC273_Stub 4 dot,0.23,0.81,0.35,0.8,2.33,2.27,16,3.7
Farris 273-A Stub 4 dot Proximal_Q1_Tile_001-001.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.22,1.12,0.27,1.06,4.58,2.66,15,3.37
Farris 273-A Stub 4 dot Proximal_Q1_Tile_001-005.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.24,1.1,0.29,1.07,3.91,2.9,16,3.87
Farris 273-A Stub 4 dot Proximal_Q1_Tile_002-003.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.2,0.74,0.35,0.74,2.26,2.12,12,2.36
Farris 273-A Stub 4 dot Proximal_Q1_Tile_004-002.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.14,0.72,0.25,0.71,2.84,1.97,10,1.43
Farris 273-A Stub 4 dot Proximal_Q1_Tile_004-004.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.19,0.88,0.3,0.83,3.14,2.26,13,2.43
Farris 273-A Stub 4 dot Proximal_Q1_Tile_006-001.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.16,0.68,0.29,0.67,2.36,1.85,14,2.22
Farris 273-A Stub 4 dot Proximal_Q1_Tile_006-005.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.12,0.51,0.29,0.51,1.84,1.55,13,1.6
Farris 273-A Stub 4 dot Proximal_Q1_Tile_007-003.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.13,0.64,0.26,0.63,2.47,1.71,9,1.15
Farris 273-A Stub 4 dot Proximal_Q2_Tile_001-001.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.18,0.78,0.31,0.77,2.77,2.18,14,2.48
Farris 273-A Stub 4 dot Proximal_Q2_Tile_001-005.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.17,0.71,0.3,0.7,2.36,2.08,8,1.37
Farris 273-A Stub 4 dot Proximal_Q2_Tile_004-002.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.23,1.0,0.31,0.98,3.06,2.61,9,2.07
Farris 273-A Stub 4 dot Proximal_Q2_Tile_004-004.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.25,1.22,0.27,1.16,4.23,2.98,17,4.29
Farris 273-A Stub 4 dot Proximal_Q2_Tile_006-001.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.26,1.07,0.29,1.06,3.32,2.71,11,2.83
Farris 273-A Stub 4 dot Proximal_Q2_Tile_006-005.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.17,0.64,0.32,0.64,1.9,1.9,18,3.06
Farris 273-A Stub 4 dot Proximal_Q2_Tile_007-003.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.15,0.73,0.29,0.69,2.65,1.97,12,1.8
Farris 273-A Stub 4 dot Proximal_Q3_Tile_001-001.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.15,0.77,0.27,0.75,3.06,2.06,12,1.81
Farris 273-A Stub 4 dot Proximal_Q3_Tile_001-005.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.17,0.62,0.35,0.63,1.85,1.92,14,2.41
Farris 273-A Stub 4 dot Proximal_Q3_Tile_002-003.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.1,0.45,0.28,0.46,1.7,1.38,12,1.25
Farris 273-A Stub 4 dot Proximal_Q3_Tile_004-002.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.15,0.7,0.27,0.69,2.59,1.86,12,1.84
Farris 273-A Stub 4 dot Proximal_Q3_Tile_004-004.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.15,0.66,0.29,0.65,2.28,1.88,16,2.48
Farris 273-A Stub 4 dot Proximal_Q3_Tile_006-001.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.25,1.04,0.32,1.1,2.86,2.76,11,2.77
Farris 273-A Stub 4 dot Proximal_Q3_Tile_006-005.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.21,0.87,0.29,0.86,3.21,2.29,11,2.29
Farris 273-A Stub 4 dot Proximal_Q3_Tile_007-003.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.08,0.43,0.24,0.43,1.84,1.25,12,0.96
Farris 273-A Stub 4 dot Proximal_Q4_Tile_001-001.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.16,0.72,0.28,0.72,2.77,1.95,7,1.12
Farris 273-A Stub 4 dot Proximal_Q4_Tile_001-005.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.18,0.83,0.26,0.81,3.64,2.13,13,2.36
Farris 273-A Stub 4 dot Proximal_Q4_Tile_002-003.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.13,0.55,0.3,0.55,1.89,1.65,17,2.22
Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.13,0.6,0.26,0.6,2.63,1.69,15,1.9
Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.17,0.73,0.29,0.75,2.58,2.04,12,2.03
Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.17,0.67,0.28,0.66,2.13,1.87,20,3.31
Farris 273-A Stub 4 dot Proximal_Q4_Tile_007-003.tif,MCC273,MCC Cre -,Proximal,Stub 4 dot,MCC273_Stub 4 dot,0.18,0.68,0.32,0.68,2.06,1.95,10,1.84
MCC270-A_stub6_half_Basal_Tile_001-008.tif,MCC270,MCC Cre -,Basal,Stub 6 half,MCC270_Stub 6 half,0.22,0.67,0.37,0.67,1.84,2.03,11,2.39
MCC270-A_stub6_half_Basal_Tile_002-010.tif,MCC270,MCC Cre -,Basal,Stub 6 half,MCC270_Stub 6 half,0.26,0.9,0.37,0.87,2.44,2.59,10,2.55
MCC270-A_stub6_half_Basal_Tile_003-004.tif,MCC270,MCC Cre -,Basal,Stub 6 half,MCC270_Stub 6 half,0.18,0.57,0.37,0.57,1.78,1.77,6,1.11
MCC270-A_stub6_half_Basal_Tile_003-012.tif,MCC270,MCC Cre -,Basal,Stub 6 half,MCC270_Stub 6 half,0.17,0.64,0.33,0.64,2.04,1.9,13,2.19
MCC270-A_stub6_half_Basal_Tile_004-006.tif,MCC270,MCC Cre -,Basal,Stub 6 half,MCC270_Stub 6 half,0.21,0.69,0.37,0.69,2.05,2.03,9,1.86
MCC270-A_stub6_half_Basal_Tile_005-008.tif,MCC270,MCC Cre -,Basal,Stub 6 half,MCC270_Stub 6 half,0.17,0.7,0.32,0.69,2.27,2.01,16,2.76
MCC270-A_stub6_half_Basal_Tile_006-010.tif,MCC270,MCC Cre -,Basal,Stub 6 half,MCC270_Stub 6 half,0.29,1.11,0.38,1.06,3.28,3.0,6,1.73
MCC270-A_stub6_half_Basal_Tile_008-006.tif,MCC270,MCC Cre -,Basal,Stub 6 half,MCC270_Stub 6 half,0.22,0.7,0.39,0.7,1.79,2.15,6,1.3
MCC270-A_stub6_half_Basal_Tile_008-014.tif,MCC270,MCC Cre -,Basal,Stub 6 half,MCC270_Stub 6 half,0.19,0.86,0.3,0.86,3.07,2.28,5,0.93
MCC270-A_stub6_half_Basal_Tile_009-008.tif,MCC270,MCC Cre -,Basal,Stub 6 half,MCC270_Stub 6 half,0.16,0.65,0.3,0.65,2.18,1.87,7,1.1
MCC270-A_stub6_half_Basal_Tile_010-010.tif,MCC270,MCC Cre -,Basal,Stub 6 half,MCC270_Stub 6 half,0.21,0.65,0.35,0.68,1.77,1.96,11,2.33
MCC270-A_stub6_half_Basal_Tile_011-004.tif,MCC270,MCC Cre -,Basal,Stub 6 half,MCC270_Stub 6 half,0.24,0.66,0.43,0.67,1.62,2.1,10,2.37
MCC270-A_stub6_half_Basal_Tile_011-012.tif,MCC270,MCC Cre -,Basal,Stub 6 half,MCC270_Stub 6 half,0.14,0.52,0.32,0.52,1.64,1.6,24,3.27
MCC270-A_stub6_half_Basal_Tile_012-006.tif,MCC270,MCC Cre -,Basal,Stub 6 half,MCC270_Stub 6 half,0.36,0.73,0.54,0.75,1.39,2.44,5,1.79
MCC270-A_stub6_half_Basal_Tile_013-008.tif,MCC270,MCC Cre -,Basal,Stub 6 half,MCC270_Stub 6 half,0.24,0.75,0.41,0.75,1.98,2.27,5,1.2
MCC270-A_stub6_half_Basal_Tile_014-002.tif,MCC270,MCC Cre -,Basal,Stub 6 half,MCC270_Stub 6 half,0.15,0.46,0.34,0.48,1.97,1.54,4,0.59
MCC270-A_stub6_half_Basal_Tile_014-010.tif,MCC270,MCC Cre -,Basal,Stub 6 half,MCC270_Stub 6 half,0.19,0.64,0.35,0.66,1.77,1.93,6,1.12
MCC270-A_stub6_half_Basal_Tile_015-004.tif,MCC270,MCC Cre -,Basal,Stub 6 half,MCC270_Stub 6 half,0.3,0.79,0.48,0.79,1.94,2.43,4,1.18
MCC270-A_stub6_half_Basal_Tile_016-006.tif,MCC270,MCC Cre -,Basal,Stub 6 half,MCC270_Stub 6 half,0.2,0.67,0.39,0.68,1.8,2.03,7,1.43
MCC270-A_stub6_half_Basal_Tile_017-008.tif,MCC270,MCC Cre -,Basal,Stub 6 half,MCC270_Stub 6 half,0.38,1.11,0.51,1.09,2.55,3.38,4,1.54
MCC270-A_stub6_half_Basal_Tile_018-010.tif,MCC270,MCC Cre -,Basal,Stub 6 half,MCC270_Stub 6 half,0.14,0.6,0.29,0.6,2.02,1.97,10,1.35
